Org1,Org2,Edu1,Edu2,Edu3,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8
Management,Software Engineering,Information Technology,Other,Other,Management,Software organization & Operating Systems,Software Engineering,Communication and Networks,Management,Cyber & Information Security,Business System Analysis,Quality Assurance
Communication and Networks,Other,Other,Other,Other,Communication and Networks,Communication and Networks,Communication and Networks,Marketing,Communication and Networks,Communication and Networks,Management,Cloud Computing
Software Engineering,Software Engineering,Computer Science,Other,Computer Science,Software Engineering,Software Engineering,Human computer interaction,Software Engineering,Artificial Intelligence,Data Structures and Algorithms,Other,Other
Marketing,Marketing,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Marketing,Other,Marketing,Other,Marketing,Management,Marketing,Marketing,Marketing,Marketing,Human computer interaction,Other,Other
Bio-informatics,Software Engineering,Applied computing,Other,Other,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other
Other,Other,Computer Science,Other,Other,Other,Database,System/Infrastructure integration &  Administration,Software Engineering,Software Engineering,Software Engineering,Other,Other
Software Engineering,Data Sience,Data Sience,Software Engineering,Other,Software Engineering,Database,Management,Big Data,Computer Science,Cloud Computing,Management,Management
Other,Other,Computer Science,Computer Science,Other,Other,Other,Management,Software Engineering,Software Engineering,Other,Marketing,Other
Software Engineering,Quality Assurance,Other,Computer Science,Communication and Networks,Database,Management,Data Sience,Information Technology,System/Infrastructure integration &  Administration,Software organization & Operating Systems,Cloud Computing,Cyber & Information Security
Other,Software Engineering,Computer Science,Computer Science,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems,Software Engineering,Software Engineering
Other,Cyber & Information Security,Other,Computer Science,Other,Software Engineering,Database,Other,Software Engineering,Database,Other,Database,Software Engineering
Management,"Multimedia, Animation and Graphic Design",Communication and Networks,Other,"Multimedia, Animation and Graphic Design",Marketing,Other,Marketing,Other,Marketing,Marketing,"Multimedia, Animation and Graphic Design",Management
Other,Other,Management,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Software Engineering,Software Engineering,Computer Science,Other,Other,Other,Software Engineering,Other,Software organization & Operating Systems,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Marketing,Other,Computer Science,Other,Other,Other,Computer Hardware,Cyber & Information Security,Software organization & Operating Systems,Computer systems organization,Other,Human computer interaction,Other
Data Sience,Management,Data Sience,Management,Other,Data Sience,Software Engineering,Business System Analysis,Software Engineering,Database,Communication and Networks,Other,Other
Other,Management,Other,Other,Other,Marketing,Other,Software Engineering,Other,Other,Other,Other,Other
Other,Other,Other,Other,Other,Software Engineering,Other,Other,Software Engineering,Database,Other,Software Engineering,Software Engineering
Management,Other,Other,Other,Other,Other,Management,Other,Other,Other,Other,Other,Other
Marketing,Software Engineering,Business System Analysis,Business System Analysis,Other,Business System Analysis,Other,Marketing,Marketing,Management,Business System Analysis,Applied computing,Business System Analysis
Communication and Networks,Other,Communication and Networks,Other,Other,Other,Other,Communication and Networks,Other,Other,Other,Other,Other
Other,Other,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Database,Other,Other,Other,Other
Data Sience,Software Engineering,Data Sience,Mathematics of computing,Other,Software Engineering,Software Engineering,Marketing,Database,Software Engineering,Software Engineering,Other,Marketing
Software Engineering,Software Engineering,Other,Information System,Other,Database,Software Engineering,Artificial Intelligence,Software Engineering,Software Engineering,Software Engineering,GIS,Software organization & Operating Systems
Marketing,Marketing,Other,Marketing,Other,Marketing,Other,Management,Marketing,Marketing,Business System Analysis,Management,Marketing
Management,Business System Analysis,Other,Management,Other,Business System Analysis,Management,Other,Marketing,Marketing,Other,Other,Other
Software Engineering,Cyber & Information Security,Computer Science,Computer Science,Other,Software Engineering,Communication and Networks,Software Engineering,Software organization & Operating Systems,Software Engineering,Software Engineering,Cyber & Information Security,Software Engineering
Bio-informatics,Human computer interaction,Computer Hardware,Other,Other,Other,Computer Hardware,Computer Hardware,Software Engineering,Management,Artificial Intelligence,Computer systems organization,Software Engineering
Computer Science,Software Engineering,Computer Science,Computer Science,Other,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Data Structures and Algorithms,Other
Other,Other,Bio-informatics,Other,Other,Other,Other,Management,Software Engineering,Other,Software Engineering,Software Engineering,Other
Software Engineering,Software Engineering,Software Engineering,Other,Other,Software Engineering,Software Engineering,Database,Software Engineering,Other,Software Engineering,Software Engineering,Other
Software Engineering,Other,Human computer interaction,Computer Science,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Other
Information System,Other,Computer Science,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering
Computer Science,Software Engineering,Data Sience,Other,Other,Other,Software Engineering,Business System Analysis,Data Structures and Algorithms,Computer Science,Software Engineering,Database,Software Engineering
Software Engineering,Software Engineering,Artificial Intelligence,Computer Science,Other,Database,Software Engineering,Software Engineering,Software Engineering,Cloud Computing,Software Engineering,Software Engineering,Database
Software Engineering,Software Engineering,Software Engineering,Other,Other,Software Engineering,Other,Other,Software Engineering,Other,Other,Other,Other
Other,Management,Other,Communication and Networks,Business System Analysis,Other,Software Engineering,Management,Other,Other,Other,Software Engineering,Other
Other,Other,Computer Science,Computer Science,Other,Communication and Networks,Other,Other,Software Engineering,Database,Database,Software Engineering,Software organization & Operating Systems
Business System Analysis,Management,Other,Other,Other,Management,Business System Analysis,Business System Analysis,Management,Management,Business System Analysis,System/Infrastructure integration &  Administration,Other
Business System Analysis,Business System Analysis,Business System Analysis,Communication and Networks,Computer Science,Software Engineering,Software Engineering,Business System Analysis,Management,Software Engineering,Business System Analysis,Database,Concurrent computing
Business System Analysis,Software Engineering,Other,Other,Other,Business System Analysis,Management,Business System Analysis,Management,Quality Assurance,Business System Analysis,Management,Management
Other,Software Engineering,Other,Business System Analysis,Information Technology,Other,Management,Other,Software Engineering,Database,Communication and Networks,Other,Other
Business System Analysis,Marketing,Marketing,Communication and Networks,Other,Other,Other,Other,Other,Communication and Networks,Management,Management,Business System Analysis
Management,Software Engineering,Artificial Intelligence,Computer Science,Computer Science,Software organization & Operating Systems,Artificial Intelligence,Software Engineering,Software organization & Operating Systems,Software Engineering,Data Sience,Business System Analysis,Database
Data Sience,Other,Management,Other,Other,Other,Data Sience,Management,Artificial Intelligence,Communication and Networks,Software Engineering,Mathematics of computing,Other
Software Engineering,Artificial Intelligence,Communication and Networks,Other,Other,Other,Software Engineering,Artificial Intelligence,Artificial Intelligence,Communication and Networks,Software Engineering,Software Engineering,Other
Software Engineering,Marketing,Other,Computer Science,Information Technology,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,Management,Marketing,Marketing,"Multimedia, Animation and Graphic Design"
Computer Science,Computer Science,Computer Science,Other,Mathematics of computing,Software Engineering,Data Structures and Algorithms,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering
Quality Assurance,Mathematics of computing,Mathematics of computing,Mathematics of computing,Mathematics of computing,Mathematics of computing,Other,Other,Other,Other,Management,Other,Other
Other,Other,Other,Other,Other,Business System Analysis,Marketing,Management,Software Engineering,Software Engineering,Other,Other,Other
Software Engineering,Software Engineering,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other
Software Engineering,Software Engineering,Other,Mathematics of computing,Other,Other,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Database,Software Engineering,Computer Hardware,Software Engineering
Other,Other,Computer Hardware,Mathematics of computing,Other,Other,Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Other,Other
"Multimedia, Animation and Graphic Design",Business System Analysis,Software Engineering,Bio-informatics,Other,Other,Software Engineering,Other,Other,Other,Other,Other,Other
Communication and Networks,Other,Management,Other,Other,Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Other,Other,Other
Business System Analysis,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Software Engineering,Other,Other,Other,Other,Software Engineering,Other,Other,Other,Other,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Information Technology,Other,Other,Other,Software Engineering,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Computer Science,Mathematics of computing,Other,Software Engineering,Business System Analysis,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering
Communication and Networks,Communication and Networks,Other,Information System,Computer Science,Software organization & Operating Systems,Business System Analysis,Other,Other,Other,Other,Other,Other
Other,Other,Mathematics of computing,Other,Other,"Multimedia, Animation and Graphic Design",Computer Science,"Multimedia, Animation and Graphic Design",Other,Other,Software Engineering,Other,Other
Software Engineering,Software Engineering,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Computer Science,Mathematics of computing,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering
Other,Other,Information Technology,Other,Other,Other,Other,Software Engineering,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Other,Software Engineering,Information Technology,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Software Engineering,Business System Analysis,Other,Software Engineering,Software Engineering,Other,Software Engineering,Database,Software Engineering,Other,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Computer Science,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Database
Software Engineering,Software Engineering,Mathematics of computing,Information Technology,Computer Science,Other,Software Engineering,Management,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Other,Other,Other,Computer Science,Other,Software Engineering,Other,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Other,Other,Mathematics of computing,Information Technology,Other,Other,Software Engineering,"Multimedia, Animation and Graphic Design",Other,Other,Other,Other,Other
Other,Other,Software Engineering,Software Engineering,Mathematics of computing,Software Engineering,Software Engineering,Business System Analysis,Other,Other,Software Engineering,Software Engineering,Other
Other,Other,Information Technology,Software Engineering,Other,Information Technology,Software Engineering,Software Engineering,Software organization & Operating Systems,Computer Hardware,Other,Other,Other
Other,Other,Information Technology,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Mathematics of computing,Other,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other
Other,Other,Other,Other,Other,Other,Other,Software Engineering,Other,Other,Other,Other,Other
Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Information Technology,Other,Other,Software Engineering,Software Engineering,Communication and Networks,Software Engineering,Software Engineering,Database,Database,Software Engineering
Software Engineering,Other,Information Technology,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Data Structures and Algorithms,Software Engineering,Software Engineering,Other,Other
Other,Other,Other,Mathematics of computing,Other,Other,Other,Management,Software Engineering,Software Engineering,Other,Database,Other
Software Engineering,Other,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other
Software Engineering,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Other,Other,Software Engineering,Other,Other,Software Engineering,Database,Software Engineering,Other,Other,Other,Other,Other
Software Engineering,Other,Software Engineering,Other,Other,Other,Other,Database,Other,Other,Other,Other,Other
Other,Other,Software Engineering,Other,Other,Software Engineering,Marketing,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering
Other,Communication and Networks,Computer Hardware,Computer Hardware,Information Technology,Other,Database,Software Engineering,Other,Other,Other,Other,Other
"Multimedia, Animation and Graphic Design",Other,Software Engineering,Other,Computer Science,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,"Multimedia, Animation and Graphic Design",Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Data Sience,Software Engineering,Database,Computer Hardware,Software Engineering
Software Engineering,Other,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other
Other,Other,Business System Analysis,Other,Other,Management,Other,Management,Other,Other,Software Engineering,Other,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other
Other,Other,Computer Hardware,Mathematics of computing,Other,Software Engineering,Mathematics of computing,Mathematics of computing,Software Engineering,Other,Other,Software Engineering,Other
Software Engineering,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other
Other,System/Infrastructure integration &  Administration,Communication and Networks,Management,Information Technology,System/Infrastructure integration &  Administration,Management,Other,Other,Cyber & Information Security,Communication and Networks,Computer Hardware,Software organization & Operating Systems
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other,Other
Other,Other,Other,Mathematics of computing,Other,Other,Other,Other,Other,Other,Other,Other,Other
Quality Assurance,Quality Assurance,Other,Software Engineering,Other,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Marketing,Marketing,Marketing
Software Engineering,Software Engineering,Software Engineering,Management,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering
Software Engineering,Other,Other,Computer Science,Other,Software Engineering,Software Engineering,Software Engineering,Database,Other,Database,Other,Other
Other,Other,Other,Mathematics of computing,Other,Computer Hardware,Other,Other,Other,Other,Other,Other,Other
Other,Software Engineering,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Database,Software Engineering,Software Engineering
Management,Marketing,Other,Information Technology,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Other,Management,Software Engineering,Software Engineering,Software Engineering,Other
Software Engineering,Software Engineering,Computer Science,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other
Software Engineering,Other,Information Technology,Mathematics of computing,Other,Other,Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Database,Other,Other,Other
Software Engineering,Other,Information Technology,Software Engineering,Mathematics of computing,Other,Software Engineering,Software Engineering,Database,Software Engineering,Other,Management,Other
Software Engineering,Other,Information Technology,Information Technology,Information Technology,Other,Software Engineering,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Information Technology,Mathematics of computing,Other,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Other,Other,Quality Assurance
Software Engineering,Other,Computer Science,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Other,Other,Other
Software Engineering,Other,Computer Science,Other,Other,Software Engineering,Other,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other
Other,Other,Other,Other,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other,Other
Other,Other,Other,Other,Other,Other,Marketing,Other,Other,Other,Other,Other,Other
Management,Software Engineering,Other,Other,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software organization & Operating Systems,Other,Software Engineering
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other
Communication and Networks,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Information Technology,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other,Other,Other
Other,Other,Information Technology,Other,Other,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other,Other,Other
Other,Other,Other,Other,Mathematics of computing,Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Other,Other,Other,Other
Software Engineering,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Other,Theory of computation,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Management,Other,Other
Other,Other,Other,Other,Other,Software Engineering,Other,Marketing,Software Engineering,Software Engineering,Other,Other,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other,Other
Other,Other,Mathematics of computing,Computer Science,Mathematics of computing,Other,Other,Management,Computer Hardware,Software Engineering,Management,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other,Other
Other,Other,Other,Other,Other,Other,Data Sience,"Multimedia, Animation and Graphic Design",Other,Other,Other,Other,Other
Other,Other,Information Technology,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Other,Management,Other,Information Technology,Other,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other
Other,Software Engineering,Information Technology,Other,Marketing,Software Engineering,Data Sience,Software Engineering,Marketing,Software Engineering,Artificial Intelligence,Marketing,Software Engineering
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Communication and Networks,Other,Database,Management,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Management
Software Engineering,Other,Other,Information Technology,Information Technology,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Database,Software Engineering
Software Engineering,Marketing,Other,Mathematics of computing,Other,Other,Database,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering,Other
Software Engineering,Other,Information Technology,Other,Other,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Other,Other
Software Engineering,Other,Information Technology,Other,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Database,Other,Other,Other
Other,Other,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Management
Management,Software Engineering,Information Technology,Other,Other,Software Engineering,Database,Computer Science,Software Engineering,Software Engineering,Software Engineering,Other,Other
Other,Software Engineering,Marketing,Information Technology,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Management,Database,Software Engineering
Software Engineering,Other,Management,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Other
Other,Software Engineering,Other,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Marketing,Management,Computer Science,Computer Hardware,Other,Other,Management,Other,Other,Other,Computer Hardware,Other,Other
Software Engineering,Other,Information Technology,Information Technology,Mathematics of computing,Other,Marketing,Other,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering
Other,Other,Computer Hardware,Other,Other,Software Engineering,Software Engineering,Other,Other,Other,Other,Other,Other
Software Engineering,Software Engineering,Information Technology,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems,Software Engineering
Other,Software Engineering,Other,Information Technology,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Software Engineering,Software Engineering,Computer Science,Mathematics of computing,Other,Computer Science,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other
Other,Other,Computer Science,Other,Other,Other,Software Engineering,Software Engineering,Database,Other,Other,Other,Other
Management,Other,Communication and Networks,Mathematics of computing,Other,Database,Software Engineering,Software Engineering,Computer Hardware,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Other,Information Technology,Computer Science,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Mathematics of computing,Software Engineering,Software Engineering,Software Engineering,Other
Software Engineering,Software Engineering,Management,Other,Other,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Database,Other
Other,Other,Information Technology,Other,Other,Other,Software Engineering,Marketing,"Multimedia, Animation and Graphic Design",Other,Other,Database,Other
Other,Other,Other,Other,Other,Software Engineering,Software organization & Operating Systems,Other,Computer Science,Software Engineering,Other,Other,Other
Business System Analysis,Other,Information Technology,Computer Science,Other,Management,Quality Assurance,Other,Other,Other,Other,Other,Other
Software Engineering,Marketing,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software organization & Operating Systems,Software Engineering,Software Engineering
Other,Other,Software Engineering,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Other,Other,Other,Other
Software Engineering,Software Engineering,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Artificial Intelligence,Software Engineering,Software Engineering,Software Engineering,Database
Marketing,Other,Software Engineering,Other,Other,Software Engineering,Other,Database,Other,Other,Other,Other,Other
Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Mathematics of computing,Software Engineering,Other,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering
Other,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database
Software Engineering,Software Engineering,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Other,Other,Other,Mathematics of computing,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering
Software Engineering,Quality Assurance,Information Technology,Management,Theory of computation,Marketing,Other,Software Engineering,Software Engineering,Software Engineering,Management,Software Engineering,Software Engineering
Software Engineering,Other,Management,Other,Other,Other,Database,Other,Other,Software Engineering,Other,Other,Other
Software Engineering,Software Engineering,Information Technology,Mathematics of computing,Other,Other,Management,Other,Database,Database,Database,Computer Hardware,Software Engineering
Software Engineering,Other,Software Engineering,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software organization & Operating Systems,Software Engineering,Database
Software Engineering,Software Engineering,Computer Science,Mathematics of computing,Other,Other,Database,Computer Science,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering
Software Engineering,Software Engineering,Software Engineering,Software Engineering,Computer Science,Other,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering
Other,Other,Information Technology,Information Technology,Computer Science,Software Engineering,Data Sience,Bio-informatics,Software Engineering,Data Structures and Algorithms,Business System Analysis,Software Engineering,Software Engineering
Management,Other,Other,Software Engineering,Other,Other,Other,Software Engineering,Other,Database,Software Engineering,Software Engineering,Software Engineering
Software Engineering,Software Engineering,Computer Science,Other,Other,Software Engineering,Software Engineering,Artificial Intelligence,Software Engineering,Software Engineering,Computer Science,Software Engineering,Database
Software Engineering,Other,Software Engineering,Other,Other,Software Engineering,Other,Other,Other,Other,Software Engineering,Database,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Management,Other,Other,Other,Software Engineering,Software Engineering,Database
Other,Other,Management,Information Technology,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database
Cyber & Information Security,Other,Other,Other,Mathematics of computing,Other,Other,Software Engineering,Other,Other,Other,Other,Other
Software Engineering,Other,Other,Other,Other,Other,Other,Other,Other,Other,Software Engineering,Other,Other
Software Engineering,Other,Computer Science,Other,Mathematics of computing,Software Engineering,Software Engineering,Data Structures and Algorithms,Human computer interaction,Software Engineering,Communication and Networks,Software Engineering,Database
Other,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Quality Assurance,Database,Database,Software Engineering
Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance
Software Engineering,Software Engineering,Software Engineering,Mathematics of computing,Marketing,Other,Software Engineering,Other,Database,Software Engineering,Software Engineering,Database,Software Engineering
Software Engineering,Management,Computer Science,Software Engineering,Other,Computer Hardware,Software Engineering,Computer Hardware,Software Engineering,Software Engineering,Software Engineering,Artificial Intelligence,Software Engineering
Business System Analysis,Other,Information Technology,Business System Analysis,Other,Management,Software Engineering,Database,Software Engineering,Software Engineering,Artificial Intelligence,Software Engineering,Cyber & Information Security
Quality Assurance,Business System Analysis,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance,Other,Quality Assurance,Quality Assurance,Quality Assurance,Quality Assurance
Software Engineering,Software Engineering,Other,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Software Engineering,Software Engineering,Database
Software Engineering,Other,Software Engineering,Mathematics of computing,Other,Software Engineering,Software Engineering,Software Engineering,Other,Software Engineering,Software Engineering,Software Engineering,Database
Management,Other,Cyber & Information Security,System/Infrastructure integration &  Administration,Bio-informatics,Other,Software Engineering,Marketing,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Software Engineering,Software Engineering
Other,Other,Information Technology,Theory of computation,Other,Software Engineering,Software Engineering,Software Engineering,Database,Management,Software Engineering,Software Engineering,Software Engineering
"Multimedia, Animation and Graphic Design",Software Engineering,Information Technology,Computer Science,Information Technology,Other,Other,Other,"Multimedia, Animation and Graphic Design",Management,Other,Software Engineering,Software Engineering
Software Engineering,Management,Other,Other,Other,Other,Other,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Other,Other,Information Technology,Other,Other,Software Engineering,Software Engineering,Database,Software Engineering,Database,Software Engineering,Other,Other
Management,Software Engineering,Other,Other,Other,Software Engineering,Software Engineering,Business System Analysis,Management,Management,Software Engineering,Cloud Computing,Management
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Other,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Information Technology,Other,Other,Software Engineering,Database,Software Engineering,Database,Software Engineering,Software Engineering,Other,Other
Management,Software Engineering,Computer Science,Software Engineering,Other,Other,Management,Management,Software Engineering,Software Engineering,Computer Hardware,Software Engineering,Software Engineering
Management,Management,Business System Analysis,Other,Other,Computer Hardware,Software Engineering,Other,Other,Other,Other,Other,Other
Software Engineering,Other,Software Engineering,Software Engineering,Bio-informatics,Software Engineering,Other,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Other
Marketing,Management,Management,Management,Information Technology,Management,Software Engineering,Software Engineering,Business System Analysis,Software Engineering,Quality Assurance,Software Engineering,Management
Software Engineering,Other,Other,Computer Science,Other,Software Engineering,Database,Software Engineering,Software Engineering,Software Engineering,Software Engineering,Database,Database
Management,Other,Other,"Multimedia, Animation and Graphic Design",Software Engineering,Software Engineering,"Multimedia, Animation and Graphic Design",Software Engineering,Other,Other,Other,Software Engineering,Software Engineering
Database,Database,Computer Science,Database,Database,Database,Database,Database,Database,Software Engineering,Database,Software Engineering,Database
